"","date","newCasesByPublishDate","cumCasesByPublishDate","newDeaths28DaysByPublishDate","cumDeaths28DaysByPublishDate","newTestsByPublishDate","cumTestsByPublishDate","newAdmissions","hospitalCases","covidOccupiedMVBeds"
"72","2020-03-14",264,1061,18,29,NA,NA,NA,NA,NA
"73","2020-03-15",330,1391,14,43,NA,NA,NA,NA,NA
"74","2020-03-16",152,1543,22,65,NA,NA,NA,NA,NA
"75","2020-03-17",407,1950,16,82,NA,NA,NA,NA,NA
"76","2020-03-18",676,2626,34,116,NA,NA,NA,NA,NA
"77","2020-03-19",643,3269,45,162,NA,NA,NA,NA,NA
"78","2020-03-20",714,3983,32,194,NA,NA,NA,NA,NA
"79","2020-03-21",1035,5018,58,252,NA,NA,NA,NA,NA
"80","2020-03-22",665,5683,36,288,NA,NA,NA,NA,NA
"81","2020-03-23",967,6650,76,364,NA,NA,1272,NA,NA
"82","2020-03-24",1427,8077,148,512,NA,NA,1720,NA,NA
